"id";"nama_kecamatan";"nama_alt";"id_kab_kota";"id_provinsi";"id_negara";"inserted_at";"inserted_by";"updated_at";"updated_by"
"911411";"Kubu";"Kubu";"56683";"1798";"102";"2025-03-21 02:44:49";"System";"2025-03-21 02:44:49";"System"
"911412";"Konda/ Kondaga";"Konda/ Kondaga";"56683";"1798";"102";"2025-03-21 02:44:49";"System";"2025-03-21 02:44:49";"System"
"911413";"Nelawi";"Nelawi";"56683";"1798";"102";"2025-03-21 02:44:49";"System";"2025-03-21 02:44:49";"System"
"911414";"Kuari";"Kuari";"56683";"1798";"102";"2025-03-21 02:44:49";"System";"2025-03-21 02:44:49";"System"
"911415";"Bokoneri";"Bokoneri";"56683";"1798";"102";"2025-03-21 02:44:49";"System";"2025-03-21 02:44:49";"System"
"911416";"Bewani";"Bewani";"56683";"1798";"102";"2025-03-21 02:44:49";"System";"2025-03-21 02:44:49";"System"
"911418";"Nabunage";"Nabunage";"56683";"1798";"102";"2025-03-21 02:44:49";"System";"2025-03-21 02:44:49";"System"
"911419";"Gilubandu";"Gilubandu";"56683";"1798";"102";"2025-03-21 02:44:49";"System";"2025-03-21 02:44:49";"System"
"911420";"Nunggawi";"Nunggawi";"56683";"1798";"102";"2025-03-21 02:44:49";"System";"2025-03-21 02:44:49";"System"
"911421";"Gundagi";"Gundagi";"56683";"1798";"102";"2025-03-21 02:44:49";"System";"2025-03-21 02:44:49";"System"
"911422";"Numba";"Numba";"56683";"1798";"102";"2025-03-21 02:44:49";"System";"2025-03-21 02:44:49";"System"
"911423";"Timori";"Timori";"56683";"1798";"102";"2025-03-21 02:44:49";"System";"2025-03-21 02:44:49";"System"
"911424";"Dundu";"Dundu";"56683";"1798";"102";"2025-03-21 02:44:49";"System";"2025-03-21 02:44:49";"System"
"911425";"Geya";"Geya";"56683";"1798";"102";"2025-03-21 02:44:49";"System";"2025-03-21 02:44:49";"System"
"911426";"Egiam";"Egiam";"56683";"1798";"102";"2025-03-21 02:44:49";"System";"2025-03-21 02:44:49";"System"
"911427";"Poganeri";"Poganeri";"56683";"1798";"102";"2025-03-21 02:44:49";"System";"2025-03-21 02:44:49";"System"
"911428";"Kamboneri";"Kamboneri";"56683";"1798";"102";"2025-03-21 02:44:49";"System";"2025-03-21 02:44:49";"System"
"911429";"Airgaram";"Airgaram";"56683";"1798";"102";"2025-03-21 02:44:49";"System";"2025-03-21 02:44:49";"System"
"911430";"Wari/Taiyeve II";"Wari/Taiyeve II";"56683";"1798";"102";"2025-03-21 02:44:49";"System";"2025-03-21 02:44:49";"System"
"911431";"Dow";"Dow";"56683";"1798";"102";"2025-03-21 02:44:49";"System";"2025-03-21 02:44:49";"System"
"911432";"Tagineri";"Tagineri";"56683";"1798";"102";"2025-03-21 02:44:49";"System";"2025-03-21 02:44:49";"System"
"911433";"Yuneri";"Yuneri";"56683";"1798";"102";"2025-03-21 02:44:49";"System";"2025-03-21 02:44:49";"System"
"911434";"Wakuwo";"Wakuwo";"56683";"1798";"102";"2025-03-21 02:44:49";"System";"2025-03-21 02:44:49";"System"
"911435";"Gika";"Gika";"56683";"1798";"102";"2025-03-21 02:44:49";"System";"2025-03-21 02:44:49";"System"
"911436";"Telenggeme";"Telenggeme";"56683";"1798";"102";"2025-03-21 02:44:49";"System";"2025-03-21 02:44:49";"System"
"911437";"Anawi";"Anawi";"56683";"1798";"102";"2025-03-21 02:44:49";"System";"2025-03-21 02:44:49";"System"
"911438";"Wenam";"Wenam";"56683";"1798";"102";"2025-03-21 02:44:49";"System";"2025-03-21 02:44:49";"System"
"911439";"Wugi";"Wugi";"56683";"1798";"102";"2025-03-21 02:44:49";"System";"2025-03-21 02:44:49";"System"
"911440";"Danime";"Danime";"56683";"1798";"102";"2025-03-21 02:44:49";"System";"2025-03-21 02:44:49";"System"
"911441";"Tagime";"Tagime";"56683";"1798";"102";"2025-03-21 02:44:49";"System";"2025-03-21 02:44:49";"System"
"911442";"Kai";"Kai";"56683";"1798";"102";"2025-03-21 02:44:49";"System";"2025-03-21 02:44:49";"System"
"911443";"Aweku";"Aweku";"56683";"1798";"102";"2025-03-21 02:44:49";"System";"2025-03-21 02:44:49";"System"
"911444";"Bogonuk";"Bogonuk";"56683";"1798";"102";"2025-03-21 02:44:49";"System";"2025-03-21 02:44:49";"System"
"911445";"Li Anogomma";"Li Anogomma";"56683";"1798";"102";"2025-03-21 02:44:49";"System";"2025-03-21 02:44:49";"System"
"911446";"Biuk";"Biuk";"56683";"1798";"102";"2025-03-21 02:44:49";"System";"2025-03-21 02:44:49";"System"
"911447";"Yuko";"Yuko";"56683";"1798";"102";"2025-03-21 02:44:49";"System";"2025-03-21 02:44:49";"System"
"911501";"Waropen Bawah";"Waropen Bawah";"56690";"1798";"102";"2025-03-21 02:44:49";"System";"2025-03-21 02:44:49";"System"
"911503";"Masirei";"Masirei";"56690";"1798";"102";"2025-03-21 02:44:49";"System";"2025-03-21 02:44:49";"System"
"911507";"Risei Sayati";"Risei Sayati";"56690";"1798";"102";"2025-03-21 02:44:49";"System";"2025-03-21 02:44:49";"System"
"911508";"Urei Faisei";"Urei Faisei";"56690";"1798";"102";"2025-03-21 02:44:49";"System";"2025-03-21 02:44:49";"System"
"911509";"Inggerus";"Inggerus";"56690";"1798";"102";"2025-03-21 02:44:49";"System";"2025-03-21 02:44:49";"System"
"911510";"Kirihi";"Kirihi";"56690";"1798";"102";"2025-03-21 02:44:49";"System";"2025-03-21 02:44:49";"System"
"911511";"Oudate";"Oudate";"56690";"1798";"102";"2025-03-21 02:44:49";"System";"2025-03-21 02:44:49";"System"
"911512";"Wapoga";"Wapoga";"56690";"1798";"102";"2025-03-21 02:44:49";"System";"2025-03-21 02:44:49";"System"
"911513";"Demba";"Demba";"56690";"1798";"102";"2025-03-21 02:44:49";"System";"2025-03-21 02:44:49";"System"
"911514";"Wonti";"Wonti";"56690";"1798";"102";"2025-03-21 02:44:49";"System";"2025-03-21 02:44:49";"System"
"911515";"Soyoi Mambai";"Soyoi Mambai";"56690";"1798";"102";"2025-03-21 02:44:49";"System";"2025-03-21 02:44:49";"System"
"911601";"Mandobo";"Mandobo";"56376";"1798";"102";"2025-03-21 02:44:49";"System";"2025-03-21 02:44:49";"System"
"911602";"Mindiptana";"Mindiptana";"56376";"1798";"102";"2025-03-21 02:44:49";"System";"2025-03-21 02:44:49";"System"
"911603";"Waropko";"Waropko";"56376";"1798";"102";"2025-03-21 02:44:49";"System";"2025-03-21 02:44:49";"System"
"911604";"Kouh";"Kouh";"56376";"1798";"102";"2025-03-21 02:44:49";"System";"2025-03-21 02:44:49";"System"
"911605";"Jair";"Jair";"56376";"1798";"102";"2025-03-21 02:44:49";"System";"2025-03-21 02:44:49";"System"
"911606";"Bomakia";"Bomakia";"56376";"1798";"102";"2025-03-21 02:44:49";"System";"2025-03-21 02:44:49";"System"
"911607";"Kombut";"Kombut";"56376";"1798";"102";"2025-03-21 02:44:49";"System";"2025-03-21 02:44:49";"System"
"911608";"Iniyandit";"Iniyandit";"56376";"1798";"102";"2025-03-21 02:44:49";"System";"2025-03-21 02:44:49";"System"
"911609";"Arimop";"Arimop";"56376";"1798";"102";"2025-03-21 02:44:49";"System";"2025-03-21 02:44:49";"System"
"911610";"Fofi";"Fofi";"56376";"1798";"102";"2025-03-21 02:44:49";"System";"2025-03-21 02:44:49";"System"
"911611";"Ambatkwi";"Ambatkwi";"56376";"1798";"102";"2025-03-21 02:44:49";"System";"2025-03-21 02:44:49";"System"
"911612";"Manggelum";"Manggelum";"56376";"1798";"102";"2025-03-21 02:44:49";"System";"2025-03-21 02:44:49";"System"
"911613";"Firiwage";"Firiwage";"56376";"1798";"102";"2025-03-21 02:44:49";"System";"2025-03-21 02:44:49";"System"
"911614";"Yaniruma";"Yaniruma";"56376";"1798";"102";"2025-03-21 02:44:49";"System";"2025-03-21 02:44:49";"System"
"911615";"Subur";"Subur";"56376";"1798";"102";"2025-03-21 02:44:49";"System";"2025-03-21 02:44:49";"System"
"911616";"Kombay";"Kombay";"56376";"1798";"102";"2025-03-21 02:44:49";"System";"2025-03-21 02:44:49";"System"
"911617";"Ninati";"Ninati";"56376";"1798";"102";"2025-03-21 02:44:49";"System";"2025-03-21 02:44:49";"System"
"911618";"Sesnuk";"Sesnuk";"56376";"1798";"102";"2025-03-21 02:44:49";"System";"2025-03-21 02:44:49";"System"
"911619";"Ki";"Ki";"56376";"1798";"102";"2025-03-21 02:44:49";"System";"2025-03-21 02:44:49";"System"
"911620";"Kawagit";"Kawagit";"56376";"1798";"102";"2025-03-21 02:44:49";"System";"2025-03-21 02:44:49";"System"
"911701";"Obaa";"Obaa";"56529";"1798";"102";"2025-03-21 02:44:49";"System";"2025-03-21 02:44:49";"System"
"911702";"Mambioman Bapai";"Mambioman Bapai";"56529";"1798";"102";"2025-03-21 02:44:49";"System";"2025-03-21 02:44:49";"System"
"911703";"Citak-Mitak";"Citak-Mitak";"56529";"1798";"102";"2025-03-21 02:44:49";"System";"2025-03-21 02:44:49";"System"
"911704";"Edera";"Edera";"56529";"1798";"102";"2025-03-21 02:44:49";"System";"2025-03-21 02:44:49";"System"
"911705";"Haju";"Haju";"56529";"1798";"102";"2025-03-21 02:44:49";"System";"2025-03-21 02:44:49";"System"
"911706";"Assue";"Assue";"56529";"1798";"102";"2025-03-21 02:44:49";"System";"2025-03-21 02:44:49";"System"
"911707";"Kaibar";"Kaibar";"56529";"1798";"102";"2025-03-21 02:44:49";"System";"2025-03-21 02:44:49";"System"
"911708";"Passue";"Passue";"56529";"1798";"102";"2025-03-21 02:44:49";"System";"2025-03-21 02:44:49";"System"
"911709";"Minyamur";"Minyamur";"56529";"1798";"102";"2025-03-21 02:44:49";"System";"2025-03-21 02:44:49";"System"
"911710";"Venaha";"Venaha";"56529";"1798";"102";"2025-03-21 02:44:49";"System";"2025-03-21 02:44:49";"System"
"911711";"Syahcame";"Syahcame";"56529";"1798";"102";"2025-03-21 02:44:49";"System";"2025-03-21 02:44:49";"System"
"911712";"Yakomi";"Yakomi";"56529";"1798";"102";"2025-03-21 02:44:49";"System";"2025-03-21 02:44:49";"System"
"911713";"Bamgi";"Bamgi";"56529";"1798";"102";"2025-03-21 02:44:49";"System";"2025-03-21 02:44:49";"System"
"911714";"Passue Bawah";"Passue Bawah";"56529";"1798";"102";"2025-03-21 02:44:49";"System";"2025-03-21 02:44:49";"System"
"911715";"Ti Zain";"Ti Zain";"56529";"1798";"102";"2025-03-21 02:44:49";"System";"2025-03-21 02:44:49";"System"
"911801";"Agats";"Agats";"56321";"1798";"102";"2025-03-21 02:44:49";"System";"2025-03-21 02:44:49";"System"
"911802";"Atsj";"Atsj";"56321";"1798";"102";"2025-03-21 02:44:49";"System";"2025-03-21 02:44:49";"System"
"911803";"Sawa Erma";"Sawa Erma";"56321";"1798";"102";"2025-03-21 02:44:49";"System";"2025-03-21 02:44:49";"System"
"911804";"Akat";"Akat";"56321";"1798";"102";"2025-03-21 02:44:49";"System";"2025-03-21 02:44:49";"System"
"911805";"Fayit";"Fayit";"56321";"1798";"102";"2025-03-21 02:44:49";"System";"2025-03-21 02:44:49";"System"
"911806";"Pantai Kasuari";"Pantai Kasuari";"56321";"1798";"102";"2025-03-21 02:44:49";"System";"2025-03-21 02:44:49";"System"
"911807";"Suator";"Suator";"56321";"1798";"102";"2025-03-21 02:44:49";"System";"2025-03-21 02:44:49";"System"
"911808";"Suru-suru";"Suru-suru";"56321";"1798";"102";"2025-03-21 02:44:49";"System";"2025-03-21 02:44:49";"System"
"911809";"Kolf Braza";"Kolf Braza";"56321";"1798";"102";"2025-03-21 02:44:49";"System";"2025-03-21 02:44:49";"System"
"911810";"Unir Sirau";"Unir Sirau";"56321";"1798";"102";"2025-03-21 02:44:49";"System";"2025-03-21 02:44:49";"System"
"911811";"Joerat";"Joerat";"56321";"1798";"102";"2025-03-21 02:44:49";"System";"2025-03-21 02:44:49";"System"
"911812";"Pulau Tiga";"Pulau Tiga";"56321";"1798";"102";"2025-03-21 02:44:49";"System";"2025-03-21 02:44:49";"System"
"911813";"Jetsy";"Jetsy";"56321";"1798";"102";"2025-03-21 02:44:49";"System";"2025-03-21 02:44:49";"System"
"911814";"Der Koumur";"Der Koumur";"56321";"1798";"102";"2025-03-21 02:44:49";"System";"2025-03-21 02:44:49";"System"
"911815";"Kopay";"Kopay";"56321";"1798";"102";"2025-03-21 02:44:49";"System";"2025-03-21 02:44:49";"System"
"911816";"Safan";"Safan";"56321";"1798";"102";"2025-03-21 02:44:49";"System";"2025-03-21 02:44:49";"System"
"911817";"Sirets";"Sirets";"56321";"1798";"102";"2025-03-21 02:44:49";"System";"2025-03-21 02:44:49";"System"
"911818";"Ayip";"Ayip";"56321";"1798";"102";"2025-03-21 02:44:49";"System";"2025-03-21 02:44:49";"System"
"911819";"Betcbamu";"Betcbamu";"56321";"1798";"102";"2025-03-21 02:44:49";"System";"2025-03-21 02:44:49";"System"
"911901";"Supiori Selatan";"Supiori Selatan";"56656";"1798";"102";"2025-03-21 02:44:49";"System";"2025-03-21 02:44:49";"System"
"911902";"Supiori Utara";"Supiori Utara";"56656";"1798";"102";"2025-03-21 02:44:49";"System";"2025-03-21 02:44:49";"System"
"911903";"Supiori Timur";"Supiori Timur";"56656";"1798";"102";"2025-03-21 02:44:49";"System";"2025-03-21 02:44:49";"System"
"911904";"Kepulauan Aruri";"Kepulauan Aruri";"56656";"1798";"102";"2025-03-21 02:44:49";"System";"2025-03-21 02:44:49";"System"
"911905";"Supiori Barat";"Supiori Barat";"56656";"1798";"102";"2025-03-21 02:44:49";"System";"2025-03-21 02:44:49";"System"
"912001";"Mamberamo Tengah";"Mamberamo Tengah";"56518";"1798";"102";"2025-03-21 02:44:49";"System";"2025-03-21 02:44:49";"System"
"912002";"Mamberamo Hulu";"Mamberamo Hulu";"56518";"1798";"102";"2025-03-21 02:44:49";"System";"2025-03-21 02:44:49";"System"
"912003";"Rufaer";"Rufaer";"56518";"1798";"102";"2025-03-21 02:44:49";"System";"2025-03-21 02:44:49";"System"
"912004";"Mamberamo Tengah Timur";"Mamberamo Tengah Timur";"56518";"1798";"102";"2025-03-21 02:44:49";"System";"2025-03-21 02:44:49";"System"
"912005";"Mamberamo Hilir";"Mamberamo Hilir";"56518";"1798";"102";"2025-03-21 02:44:49";"System";"2025-03-21 02:44:49";"System"
"912006";"Waropen Atas";"Waropen Atas";"56518";"1798";"102";"2025-03-21 02:44:49";"System";"2025-03-21 02:44:49";"System"
"912007";"Benuki";"Benuki";"56518";"1798";"102";"2025-03-21 02:44:49";"System";"2025-03-21 02:44:49";"System"
"912008";"Sawai";"Sawai";"56518";"1798";"102";"2025-03-21 02:44:49";"System";"2025-03-21 02:44:49";"System"
"912101";"Kobagma";"Kobagma";"56519";"1798";"102";"2025-03-21 02:44:49";"System";"2025-03-21 02:44:49";"System"
"912102";"Kelila";"Kelila";"56519";"1798";"102";"2025-03-21 02:44:49";"System";"2025-03-21 02:44:49";"System"
"912103";"Eragayam";"Eragayam";"56519";"1798";"102";"2025-03-21 02:44:49";"System";"2025-03-21 02:44:49";"System"
"912104";"Megambilis";"Megambilis";"56519";"1798";"102";"2025-03-21 02:44:49";"System";"2025-03-21 02:44:49";"System"
"912105";"Ilugwa";"Ilugwa";"56519";"1798";"102";"2025-03-21 02:44:49";"System";"2025-03-21 02:44:49";"System"
"912201";"Elelim";"Elelim";"56695";"1798";"102";"2025-03-21 02:44:49";"System";"2025-03-21 02:44:49";"System"
"912202";"Apalapsili";"Apalapsili";"56695";"1798";"102";"2025-03-21 02:44:49";"System";"2025-03-21 02:44:49";"System"
"912203";"Abenaho";"Abenaho";"56695";"1798";"102";"2025-03-21 02:44:49";"System";"2025-03-21 02:44:49";"System"
"912204";"Benawa";"Benawa";"56695";"1798";"102";"2025-03-21 02:44:49";"System";"2025-03-21 02:44:49";"System"
"912205";"Welarek";"Welarek";"56695";"1798";"102";"2025-03-21 02:44:49";"System";"2025-03-21 02:44:49";"System"
"912301";"Tiom";"Tiom";"56490";"1798";"102";"2025-03-21 02:44:49";"System";"2025-03-21 02:44:49";"System"
"912302";"Pirime";"Pirime";"56490";"1798";"102";"2025-03-21 02:44:49";"System";"2025-03-21 02:44:49";"System"
"912303";"Makki";"Makki";"56490";"1798";"102";"2025-03-21 02:44:49";"System";"2025-03-21 02:44:49";"System"
"912304";"Gamelia";"Gamelia";"56490";"1798";"102";"2025-03-21 02:44:49";"System";"2025-03-21 02:44:49";"System"
"912305";"Dimba";"Dimba";"56490";"1798";"102";"2025-03-21 02:44:49";"System";"2025-03-21 02:44:49";"System"
"912306";"Melagineri";"Melagineri";"56490";"1798";"102";"2025-03-21 02:44:49";"System";"2025-03-21 02:44:49";"System"
"912307";"Balingga";"Balingga";"56490";"1798";"102";"2025-03-21 02:44:49";"System";"2025-03-21 02:44:49";"System"
"912308";"Tiomneri";"Tiomneri";"56490";"1798";"102";"2025-03-21 02:44:49";"System";"2025-03-21 02:44:49";"System"
"912309";"Kuyawage";"Kuyawage";"56490";"1798";"102";"2025-03-21 02:44:49";"System";"2025-03-21 02:44:49";"System"
"912310";"Poga";"Poga";"56490";"1798";"102";"2025-03-21 02:44:49";"System";"2025-03-21 02:44:49";"System"
"912311";"Niname";"Niname";"56490";"1798";"102";"2025-03-21 02:44:49";"System";"2025-03-21 02:44:49";"System"
"912312";"Nogi";"Nogi";"56490";"1798";"102";"2025-03-21 02:44:49";"System";"2025-03-21 02:44:49";"System"
"912313";"Yiginua";"Yiginua";"56490";"1798";"102";"2025-03-21 02:44:49";"System";"2025-03-21 02:44:49";"System"
"912314";"Tiom Ollo";"Tiom Ollo";"56490";"1798";"102";"2025-03-21 02:44:49";"System";"2025-03-21 02:44:49";"System"
"912315";"Yugungwi";"Yugungwi";"56490";"1798";"102";"2025-03-21 02:44:49";"System";"2025-03-21 02:44:49";"System"
"912316";"Mokoni";"Mokoni";"56490";"1798";"102";"2025-03-21 02:44:49";"System";"2025-03-21 02:44:49";"System"
"912317";"Wereka";"Wereka";"56490";"1798";"102";"2025-03-21 02:44:49";"System";"2025-03-21 02:44:49";"System"
"912318";"Milimbo";"Milimbo";"56490";"1798";"102";"2025-03-21 02:44:49";"System";"2025-03-21 02:44:49";"System"
"912319";"Wiringgambut";"Wiringgambut";"56490";"1798";"102";"2025-03-21 02:44:49";"System";"2025-03-21 02:44:49";"System"
"912320";"Gollo";"Gollo";"56490";"1798";"102";"2025-03-21 02:44:49";"System";"2025-03-21 02:44:49";"System"
"912321";"Awina";"Awina";"56490";"1798";"102";"2025-03-21 02:44:49";"System";"2025-03-21 02:44:49";"System"
"912322";"Ayumnati";"Ayumnati";"56490";"1798";"102";"2025-03-21 02:44:49";"System";"2025-03-21 02:44:49";"System"
"912323";"Wano Barat";"Wano Barat";"56490";"1798";"102";"2025-03-21 02:44:49";"System";"2025-03-21 02:44:49";"System"
"912324";"Goa Balim";"Goa Balim";"56490";"1798";"102";"2025-03-21 02:44:49";"System";"2025-03-21 02:44:49";"System"
"912325";"Bruwa";"Bruwa";"56490";"1798";"102";"2025-03-21 02:44:49";"System";"2025-03-21 02:44:49";"System"
"912326";"Balingga Barat";"Balingga Barat";"56490";"1798";"102";"2025-03-21 02:44:49";"System";"2025-03-21 02:44:49";"System"
"912327";"Gupura";"Gupura";"56490";"1798";"102";"2025-03-21 02:44:49";"System";"2025-03-21 02:44:49";"System"
"912328";"Kolawa";"Kolawa";"56490";"1798";"102";"2025-03-21 02:44:49";"System";"2025-03-21 02:44:49";"System"
"912329";"Gelok Beam";"Gelok Beam";"56490";"1798";"102";"2025-03-21 02:44:49";"System";"2025-03-21 02:44:49";"System"
"912330";"Kuly Lanny";"Kuly Lanny";"56490";"1798";"102";"2025-03-21 02:44:49";"System";"2025-03-21 02:44:49";"System"
"912331";"Lannyna";"Lannyna";"56490";"1798";"102";"2025-03-21 02:44:49";"System";"2025-03-21 02:44:49";"System"
"912332";"Karu";"Karu";"56490";"1798";"102";"2025-03-21 02:44:49";"System";"2025-03-21 02:44:49";"System"
"912333";"Yiluk";"Yiluk";"56490";"1798";"102";"2025-03-21 02:44:49";"System";"2025-03-21 02:44:49";"System"
"912334";"Guna";"Guna";"56490";"1798";"102";"2025-03-21 02:44:49";"System";"2025-03-21 02:44:49";"System"
"912335";"Kelulome";"Kelulome";"56490";"1798";"102";"2025-03-21 02:44:49";"System";"2025-03-21 02:44:49";"System"
"912336";"Nikogwe";"Nikogwe";"56490";"1798";"102";"2025-03-21 02:44:49";"System";"2025-03-21 02:44:49";"System"
"912337";"Muara";"Muara";"56490";"1798";"102";"2025-03-21 02:44:49";"System";"2025-03-21 02:44:49";"System"
"912338";"Buguk Gona";"Buguk Gona";"56490";"1798";"102";"2025-03-21 02:44:49";"System";"2025-03-21 02:44:49";"System"
"912339";"Melagi";"Melagi";"56490";"1798";"102";"2025-03-21 02:44:49";"System";"2025-03-21 02:44:49";"System"
"912401";"Kenyam";"Kenyam";"56555";"1798";"102";"2025-03-21 02:44:49";"System";"2025-03-21 02:44:49";"System"
"912402";"Mapenduma";"Mapenduma";"56555";"1798";"102";"2025-03-21 02:44:49";"System";"2025-03-21 02:44:49";"System"
"912403";"Yigi";"Yigi";"56555";"1798";"102";"2025-03-21 02:44:49";"System";"2025-03-21 02:44:49";"System"
"912404";"Wosak";"Wosak";"56555";"1798";"102";"2025-03-21 02:44:49";"System";"2025-03-21 02:44:49";"System"
"912405";"Geselma";"Geselma";"56555";"1798";"102";"2025-03-21 02:44:49";"System";"2025-03-21 02:44:49";"System"
"912406";"Mugi";"Mugi";"56555";"1798";"102";"2025-03-21 02:44:49";"System";"2025-03-21 02:44:49";"System"
"912407";"Mbuwa";"Mbuwa";"56555";"1798";"102";"2025-03-21 02:44:49";"System";"2025-03-21 02:44:49";"System"
"912408";"Gearek";"Gearek";"56555";"1798";"102";"2025-03-21 02:44:49";"System";"2025-03-21 02:44:49";"System"
"912409";"Koroptak";"Koroptak";"56555";"1798";"102";"2025-03-21 02:44:49";"System";"2025-03-21 02:44:49";"System"
"912410";"Kegayem";"Kegayem";"56555";"1798";"102";"2025-03-21 02:44:49";"System";"2025-03-21 02:44:49";"System"
"912411";"Paro";"Paro";"56555";"1798";"102";"2025-03-21 02:44:49";"System";"2025-03-21 02:44:49";"System"
"912412";"Mebarok";"Mebarok";"56555";"1798";"102";"2025-03-21 02:44:49";"System";"2025-03-21 02:44:49";"System"
"912413";"Yenggelo";"Yenggelo";"56555";"1798";"102";"2025-03-21 02:44:49";"System";"2025-03-21 02:44:49";"System"
"912414";"Kilmid";"Kilmid";"56555";"1798";"102";"2025-03-21 02:44:49";"System";"2025-03-21 02:44:49";"System"
"912415";"Alama";"Alama";"56555";"1798";"102";"2025-03-21 02:44:49";"System";"2025-03-21 02:44:49";"System"
"912416";"Yal";"Yal";"56555";"1798";"102";"2025-03-21 02:44:49";"System";"2025-03-21 02:44:49";"System"
"912417";"Mam";"Mam";"56555";"1798";"102";"2025-03-21 02:44:49";"System";"2025-03-21 02:44:49";"System"
"912418";"Dal";"Dal";"56555";"1798";"102";"2025-03-21 02:44:49";"System";"2025-03-21 02:44:49";"System"
"912419";"Nirkuri";"Nirkuri";"56555";"1798";"102";"2025-03-21 02:44:49";"System";"2025-03-21 02:44:49";"System"
"912420";"Inikgal";"Inikgal";"56555";"1798";"102";"2025-03-21 02:44:49";"System";"2025-03-21 02:44:49";"System"
"912421";"Iniye";"Iniye";"56555";"1798";"102";"2025-03-21 02:44:49";"System";"2025-03-21 02:44:49";"System"
"912422";"Mbulmu Yalma";"Mbulmu Yalma";"56555";"1798";"102";"2025-03-21 02:44:49";"System";"2025-03-21 02:44:49";"System"
"912423";"Mbua Tengah";"Mbua Tengah";"56555";"1798";"102";"2025-03-21 02:44:49";"System";"2025-03-21 02:44:49";"System"
"912424";"Embetpen";"Embetpen";"56555";"1798";"102";"2025-03-21 02:44:49";"System";"2025-03-21 02:44:49";"System"
"912425";"Kora";"Kora";"56555";"1798";"102";"2025-03-21 02:44:49";"System";"2025-03-21 02:44:49";"System"
"912426";"Wusi";"Wusi";"56555";"1798";"102";"2025-03-21 02:44:49";"System";"2025-03-21 02:44:49";"System"
"912427";"Pija";"Pija";"56555";"1798";"102";"2025-03-21 02:44:49";"System";"2025-03-21 02:44:49";"System"
"912428";"Moba";"Moba";"56555";"1798";"102";"2025-03-21 02:44:49";"System";"2025-03-21 02:44:49";"System"
"912429";"Wutpaga";"Wutpaga";"56555";"1798";"102";"2025-03-21 02:44:49";"System";"2025-03-21 02:44:49";"System"
"912430";"Nenggeagin";"Nenggeagin";"56555";"1798";"102";"2025-03-21 02:44:49";"System";"2025-03-21 02:44:49";"System"
"912431";"Krepkuri";"Krepkuri";"56555";"1798";"102";"2025-03-21 02:44:49";"System";"2025-03-21 02:44:49";"System"
"912432";"Pasir Putih";"Pasir Putih";"56555";"1798";"102";"2025-03-21 02:44:49";"System";"2025-03-21 02:44:49";"System"
"912501";"Ilaga";"Ilaga";"0";"0";"102";"2025-03-21 02:44:49";"System";"2025-03-21 02:44:49";"System"
"912502";"Wangbe";"Wangbe";"0";"0";"102";"2025-03-21 02:44:49";"System";"2025-03-21 02:44:49";"System"
"912503";"Beoga";"Beoga";"0";"0";"102";"2025-03-21 02:44:49";"System";"2025-03-21 02:44:49";"System"
"912504";"Doufo";"Doufo";"0";"0";"102";"2025-03-21 02:44:49";"System";"2025-03-21 02:44:49";"System"
"912505";"Pogoma";"Pogoma";"0";"0";"102";"2025-03-21 02:44:49";"System";"2025-03-21 02:44:49";"System"
"912506";"Sinak";"Sinak";"0";"0";"102";"2025-03-21 02:44:49";"System";"2025-03-21 02:44:49";"System"
"912507";"Agandugume";"Agandugume";"0";"0";"102";"2025-03-21 02:44:49";"System";"2025-03-21 02:44:49";"System"
"912508";"Gome";"Gome";"0";"0";"102";"2025-03-21 02:44:49";"System";"2025-03-21 02:44:49";"System"
"912509";"Dervos";"Dervos";"0";"0";"102";"2025-03-21 02:44:49";"System";"2025-03-21 02:44:49";"System"
"912510";"Beoga Barat";"Beoga Barat";"0";"0";"102";"2025-03-21 02:44:49";"System";"2025-03-21 02:44:49";"System"
"912511";"Beoga Timur";"Beoga Timur";"0";"0";"102";"2025-03-21 02:44:49";"System";"2025-03-21 02:44:49";"System"
"912512";"Ogamanim";"Ogamanim";"0";"0";"102";"2025-03-21 02:44:49";"System";"2025-03-21 02:44:49";"System"
"912513";"Kembru";"Kembru";"0";"0";"102";"2025-03-21 02:44:49";"System";"2025-03-21 02:44:49";"System"
"912514";"Bina";"Bina";"0";"0";"102";"2025-03-21 02:44:49";"System";"2025-03-21 02:44:49";"System"
"912515";"Sinak Barat";"Sinak Barat";"0";"0";"102";"2025-03-21 02:44:49";"System";"2025-03-21 02:44:49";"System"
"912516";"Mage'abume";"Mage'abume";"0";"0";"102";"2025-03-21 02:44:49";"System";"2025-03-21 02:44:49";"System"
"912517";"Yugumuak";"Yugumuak";"0";"0";"102";"2025-03-21 02:44:49";"System";"2025-03-21 02:44:49";"System"
"912518";"Ilaga Utara";"Ilaga Utara";"0";"0";"102";"2025-03-21 02:44:49";"System";"2025-03-21 02:44:49";"System"
"912519";"Mabugi";"Mabugi";"0";"0";"102";"2025-03-21 02:44:49";"System";"2025-03-21 02:44:49";"System"
"912520";"Omukia";"Omukia";"0";"0";"102";"2025-03-21 02:44:49";"System";"2025-03-21 02:44:49";"System"
"912521";"Lambewi";"Lambewi";"0";"0";"102";"2025-03-21 02:44:49";"System";"2025-03-21 02:44:49";"System"
"912522";"Oneri";"Oneri";"0";"0";"102";"2025-03-21 02:44:49";"System";"2025-03-21 02:44:49";"System"
